1970s#n	senseval2.d001.s037.t003	1970s%1:28:00::
say#v	senseval2.d000.s047.t005	say%2:32:15::
say#v	senseval2.d000.s049.t007	say%2:32:00::
say#v	senseval2.d000.s051.t000	say%2:32:15::
say#v	senseval2.d000.s053.t001	say%2:32:01::
say#v	senseval2.d000.s055.t008	say%2:32:00::
say#v	senseval2.d000.s063.t002	say%2:32:00::
say#v	senseval2.d001.s001.t001	say%2:32:01::
say#v	senseval2.d001.s005.t002	say%2:32:15::
say#v	senseval2.d001.s023.t002	say%2:32:15::
say#v	senseval2.d001.s026.t011	say%2:32:15::
say#v	senseval2.d001.s035.t001	say%2:32:01::
say#v	senseval2.d001.s052.t002	say%2:32:15::
say#v	senseval2.d001.s067.t009	say%2:32:15::
say#v	senseval2.d001.s075.t000	say%2:32:01::
say#v	senseval2.d001.s077.t008	say%2:32:15::
say#v	senseval2.d001.s080.t001	say%2:32:01::
say#v	senseval2.d001.s082.t004	say%2:32:01::
say#v	senseval2.d001.s091.t001	say%2:32:01::
say#v	senseval2.d001.s094.t001	say%2:32:15::
say#v	senseval2.d002.s008.t001	say%2:32:03::
say#v	senseval3.d000.s000.t001	say%2:32:01::
say#v	senseval3.d000.s019.t006	say%2:32:00::
say#v	senseval3.d000.s023.t004	say%2:32:15::
say#v	senseval3.d000.s050.t000	say%2:32:01::
say#v	senseval3.d000.s064.t001	say%2:32:15::
say#v	senseval3.d000.s092.t000	say%2:32:13::
say#v	senseval3.d000.s093.t002	say%2:32:00::
say#v	senseval3.d000.s123.t004	say%2:32:01::
say#v	senseval3.d000.s139.t003	say%2:32:01::
say#v	senseval3.d000.s144.t002	say%2:32:15::
say#v	senseval3.d000.s150.t000	say%2:32:01::
say#v	senseval3.d002.s093.t000	say%2:32:01::
say#v	senseval3.d002.s112.t001	say%2:32:00::
say#v	senseval3.d002.s140.t007	say%2:32:00::
say#v	senseval3.d002.s140.t011	say%2:32:00::
say#v	semeval2007.d000.s014.t001	say%2:32:01::
say#v	semeval2007.d001.s029.t001	say%2:32:13::
say#v	semeval2007.d002.s018.t000	say%2:32:13::
scale#n	senseval2.d000.s019.t009	scale%1:10:00::
scandal#n	semeval2007.d001.s028.t004	scandal%1:11:00::
scare#v	senseval3.d002.s116.t001	scare%2:37:00::
scattered#a	senseval2.d002.s040.t003	scattered%5:00:00:distributed:00
scene#n	senseval2.d000.s003.t000	scene%1:09:00::
school#n	senseval2.d002.s040.t002	school%1:14:00::
school#n	senseval2.d002.s041.t003	school%1:14:00::
school#n	senseval2.d002.s051.t004	school%1:14:00::
school#n	senseval2.d002.s052.t005	school%1:28:00::
school#n	senseval2.d002.s054.t001	school%1:14:00::
school#n	senseval2.d002.s058.t003	school%1:14:00::
school#n	senseval2.d002.s076.t002	school%1:14:00::
school#n	senseval2.d002.s077.t006	school%1:14:00::
school#n	senseval2.d002.s079.t000	school%1:14:00::
school_board#n	senseval2.d002.s057.t002	school_board%1:14:00::
schooling#n	senseval2.d002.s049.t004	schooling%1:09:00::
schoolteacher#n	senseval2.d002.s021.t006	schoolteacher%1:18:00::
schoolteacher#n	senseval2.d002.s024.t002	schoolteacher%1:18:00::
science#n	semeval2013.d007.s013.t010	science%1:09:00::
scientific#a	senseval2.d001.s047.t001	scientific%3:01:00::
scientific#a	semeval2015.d000.s003.t006	scientific%3:00:00::
scientist#n	senseval2.d001.s000.t001	scientist%1:18:00::
scientist#n	senseval2.d001.s001.t000	scientist%1:18:00::
scientist#n	senseval2.d001.s004.t001	scientist%1:18:00::
scientist#n	senseval2.d001.s008.t000	scientist%1:18:00::
scientist#n	senseval2.d001.s017.t008	scientist%1:18:00::
scientist#n	senseval2.d001.s028.t001	scientist%1:18:00::
scientist#n	senseval2.d001.s041.t002	scientist%1:18:00::
scientist#n	senseval2.d001.s075.t006	scientist%1:18:00::
scientist#n	senseval2.d001.s076.t000	scientist%1:18:00::
scientist#n	senseval2.d001.s080.t000	scientist%1:18:00::
scientist#n	senseval2.d001.s089.t002	scientist%1:18:00::
scoff#v	semeval2007.d002.s004.t002	scoff%2:32:00::
scoop#v	semeval2007.d001.s030.t005	scoop%2:35:01::
scoot#v	senseval3.d002.s100.t010	scoot%2:38:00::
scope#n	semeval2013.d007.s001.t004	scope%1:07:00::
score#n	semeval2015.d003.s004.t002	score%1:25:00::
scoreboard#n	semeval2013.d001.s004.t002	scoreboard%1:06:00::
scoreboard#n	semeval2013.d001.s012.t004	scoreboard%1:06:00::
scorer#n	semeval2013.d001.s006.t000	scorer%1:18:00::
scorer#n	semeval2013.d010.s022.t000	scorer%1:18:00::
scourge#n	senseval2.d001.s035.t009	scourge%1:26:00::
scowl#v	senseval3.d000.s124.t000	scowl%2:29:00::
scramble#v	semeval2007.d002.s046.t004	scramble%2:38:01::
scramble#v	semeval2007.d002.s046.t006	scramble%2:38:01::
scrape#v	senseval2.d000.s011.t003	scrape%2:35:03::
scream#v	senseval3.d002.s099.t002	scream%2:32:01::
screen#n	senseval3.d002.s001.t001	screen%1:06:05::
screwball#n	senseval3.d000.s029.t002	screwball%1:18:00::
scrutinize#v	senseval2.d002.s053.t011	scrutinize%2:39:00::
scuttle#v	semeval2007.d002.s045.t000	scuttle%2:38:00::
search#n	senseval2.d001.s072.t004	search%1:04:02::
search#n	semeval2013.d007.s009.t001	search%1:04:00::
search#v	senseval2.d001.s060.t009	search%2:35:00::
search#v	senseval3.d002.s000.t006	search%2:35:00::
season#n	semeval2013.d001.s015.t006	season%1:28:02::
seat#n	senseval3.d001.s004.t014	seat%1:15:00::
second#a	senseval2.d001.s039.t003	second%5:00:00:ordinal:00
second#a	senseval2.d001.s049.t007	second%5:00:00:ordinal:00
second#a	senseval2.d001.s057.t005	second%5:00:00:ordinal:00
second#a	senseval2.d001.s064.t001	second%5:00:00:ordinal:00
second#a	senseval3.d001.s036.t000	second%5:00:00:ordinal:00
second#a	senseval3.d002.s050.t001	second%5:00:00:ordinal:00
second#n	senseval3.d000.s013.t007	second%1:28:00::
second#n	senseval3.d002.s022.t001	second%1:28:00::
second#n	senseval3.d002.s076.t003	second%1:28:00::
second#n	senseval3.d002.s128.t001	second%1:28:00::
second#n	senseval3.d002.s132.t003	second%1:28:00::
second#n	semeval2013.d008.s008.t000	second%1:24:00::
secret#a	senseval3.d000.s106.t008	secret%5:00:03:covert:00
sector#n	semeval2013.d002.s009.t006	sector%1:14:00::
sector#n	semeval2013.d011.s016.t001	sector%1:14:00::
sector#n	semeval2013.d011.s016.t004	sector%1:14:00::
sector#n	semeval2015.d002.s007.t002	sector%1:14:00::
sector#n	semeval2015.d002.s007.t006	sector%1:14:00::
sector#n	semeval2015.d002.s017.t006	sector%1:14:00::
security#n	senseval3.d001.s021.t010	security%1:26:00::
security#n	semeval2013.d002.s010.t001	security%1:21:04::
security#n	semeval2013.d003.s010.t001	security%1:04:00::
security#n	semeval2013.d012.s005.t001	security%1:21:04::
see#v	senseval2.d000.s016.t001	see%2:31:01::
see#v	senseval2.d000.s064.t000	see%2:39:00::
see#v	senseval2.d001.s041.t008	see%2:39:00::
see#v	senseval2.d001.s044.t002	see%2:39:00::
see#v	senseval2.d002.s053.t000	see%2:31:03::
see#v	senseval3.d000.s022.t002	see%2:39:00::
see#v	senseval3.d000.s058.t000	see%2:31:01::
see#v	senseval3.d000.s066.t008	see%2:39:00::
see#v	senseval3.d000.s076.t004	see%2:39:00::
see#v	senseval3.d000.s107.t002	see%2:39:00::
see#v	senseval3.d000.s132.t000	see%2:31:01::
see#v	senseval3.d002.s056.t000	see%2:39:00::
see#v	senseval3.d002.s062.t000	see%2:39:00::
see#v	senseval3.d002.s103.t000	see%2:39:03::
see#v	semeval2007.d000.s028.t009	see%2:39:02::
see#v	semeval2007.d001.s037.t002	see%2:39:02::
see#v	semeval2007.d002.s034.t000	see%2:31:01::
see#v	semeval2015.d000.s020.t002	see%2:39:13::
see#v	semeval2015.d001.s033.t000	see%2:39:03::
see#v	semeval2015.d003.s016.t008	see%2:32:00::
seek#v	semeval2007.d001.s016.t000	seek%2:40:00::
seek#v	semeval2015.d002.s018.t000	seek%2:35:00::
seem#v	senseval2.d000.s026.t003	seem%2:39:00::
seem#v	senseval2.d001.s036.t012	seem%2:39:00::
seem#v	senseval2.d001.s058.t009	seem%2:39:00::
seem#v	senseval2.d002.s004.t008	seem%2:39:00::
seem#v	senseval2.d002.s046.t004	seem%2:39:02::
seem#v	senseval3.d000.s031.t007	seem%2:39:00::
seem#v	senseval3.d000.s053.t001	seem%2:39:00::
seem#v	senseval3.d000.s066.t009	seem%2:39:00::
seem#v	senseval3.d000.s067.t004	seem%2:39:01::
seem#v	senseval3.d000.s080.t001	seem%2:39:01::
seem#v	senseval3.d002.s080.t001	seem%2:39:00::
seem#v	senseval3.d002.s091.t001	seem%2:39:00::
seem#v	senseval3.d002.s137.t001	seem%2:39:01::
seem#v	semeval2007.d001.s032.t002	seem%2:39:00::
seem#v	semeval2007.d002.s008.t000	seem%2:39:01::
select#v	senseval3.d001.s009.t003	select%2:31:00::
select#v	semeval2015.d002.s010.t002	select%2:31:00::
selection#n	semeval2013.d010.s004.t004	selection%1:04:00::
selection#n	semeval2013.d010.s009.t001	selection%1:09:00::
self-esteem#n	senseval2.d002.s009.t006	self-esteem%1:12:00::
self-expression#n	senseval2.d002.s009.t003	self-expression%1:10:00::
sell_out#v	senseval3.d000.s128.t000	sell_out%2:40:00::
senate#n	semeval2013.d009.s010.t001	senate%1:14:01::
senator#n	senseval3.d001.s034.t003	senator%1:18:00::
senatorial#a	senseval3.d001.s041.t016	senatorial%3:01:00::
send#v	senseval3.d002.s024.t004	send%2:38:01::
senior#a	semeval2015.d002.s006.t004	senior%3:00:00::
sense#n	senseval2.d002.s029.t000	sense%1:10:00::
sense#n	semeval2013.d006.s009.t010	sense%1:09:04::
sense#n	semeval2013.d008.s020.t004	sense%1:09:05::
sentence#n	semeval2007.d001.s013.t002	sentence%1:28:00::
separate#a	senseval2.d000.s039.t004	separate%3:00:00::
separate#a	senseval2.d001.s037.t009	separate%3:00:00::
separate#a	senseval3.d000.s075.t004	separate%5:00:00:detached:00
september#n	semeval2013.d012.s017.t001	september%1:28:00::
sequentially#r	semeval2015.d001.s038.t003	sequentially%4:02:00::
series#n	senseval2.d000.s023.t000	series%1:14:00::
series#n	senseval2.d000.s060.t009	series%1:14:00::
serious#a	senseval2.d002.s039.t001	serious%3:00:00::
seriously#r	senseval2.d002.s024.t004	seriously%4:02:00::
serve#v	senseval2.d002.s031.t002	serve%2:42:03::
serve#v	semeval2007.d001.s013.t001	serve%2:42:00::
service#n	senseval2.d000.s007.t014	service%1:04:01::
service#n	senseval2.d000.s011.t001	service%1:04:01::
service#n	senseval2.d000.s037.t012	service%1:04:01::
service#n	senseval2.d000.s038.t007	service%1:04:01::
service#n	senseval3.d001.s010.t024	service%1:04:08::
service#n	semeval2013.d011.s001.t005	service%1:04:08::
service#n	semeval2015.d002.s001.t017	service%1:04:08::
service#n	semeval2015.d002.s002.t007	service%1:04:08::
service#n	semeval2015.d002.s002.t010	service%1:04:08::
service#n	semeval2015.d002.s004.t017	service%1:04:08::
session#n	senseval3.d002.s112.t004	session%1:04:00::
set#n	senseval2.d000.s007.t004	set%1:14:00::
set#n	senseval2.d001.s005.t000	set%1:14:00::
set#n	semeval2013.d007.s013.t005	set%1:14:00::
set#v	semeval2015.d001.s051.t000	set%2:35:00::
set#v	semeval2015.d001.s053.t000	set%2:35:00::
set_off#v	senseval2.d001.s045.t009	set_off%2:36:00::
set_out#v	senseval2.d001.s055.t005	set_out%2:30:00::
set_up#v	senseval2.d000.s038.t013	set_up%2:41:02::
settle#v	senseval2.d000.s061.t011	settle%2:32:04::
settlement#n	semeval2013.d012.s007.t002	settlement%1:10:00::
settlement#n	semeval2013.d012.s012.t000	settlement%1:10:00::
several#a	senseval2.d001.s073.t003	several%5:00:00:different:00
several#a	senseval3.d001.s018.t004	several%5:00:00:some:00
several#a	semeval2015.d001.s051.t001	several%5:00:00:some:00
several#a	semeval2015.d003.s014.t007	several%5:00:00:some:00
severe#a	senseval2.d001.s059.t013	severe%5:00:00:critical:03
severe#a	senseval3.d001.s019.t017	severe%5:00:00:intense:00
severe#a	senseval3.d001.s042.t009	severe%5:00:00:intense:00
severe#a	semeval2015.d000.s019.t005	severe%5:00:01:bad:00
shackle#n	semeval2013.d004.s001.t003	shackle%1:06:00::
shadow#n	senseval3.d000.s108.t002	shadow%1:26:01::
shadow#n	senseval3.d000.s108.t006	shadow%1:26:01::
shake#v	senseval3.d002.s018.t004	shake%2:38:02::
shake#v	senseval3.d002.s028.t001	shake%2:38:02::
shake#v	senseval3.d002.s058.t003	shake%2:29:00::
shake#v	senseval3.d002.s059.t004	shake%2:29:00::
shake#v	senseval3.d002.s109.t008	shake%2:38:02::
shape#v	semeval2007.d002.s010.t004	shape%2:30:00::
share#n	senseval3.d000.s128.t003	share%1:21:00::
share#n	senseval3.d001.s029.t005	share%1:04:00::
share#n	senseval3.d001.s045.t017	share%1:04:00::
share#v	senseval2.d002.s015.t010	share%2:42:00::
shareholder#n	semeval2013.d003.s011.t009	shareholder%1:18:00::
sharply#r	senseval2.d002.s063.t007	sharply%4:02:03::
shelter#n	semeval2007.d000.s008.t002	shelter%1:26:00::
shelter#n	semeval2007.d000.s009.t007	shelter%1:26:00::
shiver#v	senseval3.d002.s101.t009	shiver%2:29:00::
shock#n	semeval2013.d010.s006.t008	shock%1:11:01::
shop#n	senseval3.d002.s024.t002	shop%1:06:01::
short#a	semeval2015.d000.s037.t006	short%3:00:02::
short-term#a	senseval3.d002.s087.t005	short-term%5:00:00:short:02
shortage#n	semeval2013.d011.s015.t006	shortage%1:07:00::
shortage#n	semeval2013.d011.s018.t003	shortage%1:07:00::
shortly#r	senseval2.d000.s050.t007	shortly%4:02:00::
shoulder#n	senseval3.d000.s017.t004	shoulder%1:08:00::
shout#n	senseval3.d000.s014.t000	shout%1:10:00::
shout#v	senseval3.d000.s110.t002	shout%2:32:01::
show#n	senseval3.d001.s039.t000	show%1:10:03::
show#n	semeval2013.d000.s025.t004	show%1:04:00::
show#v	senseval2.d001.s022.t004	show%2:32:00::
show#v	senseval2.d001.s027.t008	show%2:39:00::
show#v	senseval2.d001.s051.t002	show%2:31:00::
show#v	senseval3.d000.s114.t007	show%2:32:02::
show#v	senseval3.d000.s120.t009	show%2:32:02::
show#v	semeval2007.d000.s015.t001	show%2:31:00::
show#v	semeval2007.d001.s022.t000	show%2:32:00::
show#v	semeval2015.d000.s030.t001	show%2:31:00::
show#v	semeval2015.d003.s015.t001	show%2:32:00::
show#v	semeval2015.d003.s016.t002	show%2:32:00::
shower#v	senseval3.d002.s022.t006	shower%2:35:00::
shred#n	senseval2.d002.s037.t000	shred%1:23:00::
shrink#v	senseval3.d000.s109.t001	shrink%2:38:00::
shrug#v	senseval3.d000.s072.t000	shrug%2:29:00::
shrug#v	senseval3.d000.s149.t000	shrug%2:29:00::
shut_up#v	semeval2007.d001.s023.t001	shut_up%2:32:00::
sickening#a	senseval3.d000.s082.t003	sickening%5:00:00:unwholesome:00
side#n	senseval2.d000.s014.t001	side%1:10:00::
side#n	semeval2013.d010.s002.t000	side%1:14:00::
side#n	semeval2013.d010.s015.t000	side%1:14:00::
side#n	semeval2013.d010.s019.t000	side%1:14:00::
side#n	semeval2013.d011.s008.t000	side%1:14:00::
side#n	semeval2015.d003.s004.t004	side%1:08:00::
side#n	semeval2015.d003.s005.t003	side%1:08:00::
side#n	semeval2015.d003.s005.t007	side%1:08:00::
side_effect#n	semeval2015.d000.s016.t001	side_effect%1:26:00::
side_effect#n	semeval2015.d000.s018.t011	side_effect%1:26:00::
sideline#n	semeval2013.d001.s003.t001	sideline%1:15:00::
sidewalk#n	senseval3.d002.s086.t010	sidewalk%1:06:00::
sign#n	senseval2.d000.s057.t001	sign%1:10:05::
sign#n	senseval2.d001.s060.t010	sign%1:26:00::
sign#v	senseval2.d000.s061.t001	sign%2:32:02::
sign_up#v	semeval2007.d002.s014.t001	sign_up%2:33:00::
signal#n	senseval2.d000.s020.t001	signal%1:16:00::
silence#n	senseval3.d000.s119.t002	silence%1:26:00::
silent#a	senseval2.d000.s042.t002	silent%5:00:00:quiet:01
silly#a	senseval2.d002.s034.t000	silly%5:00:00:undignified:00
silly#a	senseval2.d002.s072.t005	silly%5:00:00:undignified:00
similar#a	semeval2015.d001.s011.t004	similar%3:00:02::
simple#a	senseval2.d000.s019.t007	simple%5:00:02:plain:01
simple#a	senseval2.d002.s017.t002	simple%5:00:02:plain:01
simple#a	senseval2.d002.s060.t001	simple%5:00:00:easy:01
simple#a	senseval3.d001.s007.t000	simple%5:00:00:easy:01
simple#a	senseval3.d001.s018.t001	simple%5:00:00:easy:01
simple#a	semeval2015.d001.s001.t003	simple%5:00:00:easy:01
simply#r	senseval2.d001.s008.t005	simply%4:02:01::
sin#n	semeval2015.d001.s028.t004	sin%1:24:00::
sing#v	senseval3.d000.s049.t005	sing%2:36:00::
sink#v	senseval3.d000.s012.t002	sink%2:38:07::
sit#v	senseval3.d000.s026.t002	sit%2:35:00::
sit#v	senseval3.d000.s099.t000	sit%2:35:00::
sit#v	senseval3.d000.s106.t005	sit%2:35:00::
sit#v	semeval2007.d002.s052.t006	sit%2:35:00::
sit_down#v	senseval3.d000.s107.t003	sit_down%2:38:00::
sit_down#v	senseval3.d002.s109.t000	sit_down%2:38:00::
sit_up#v	senseval3.d002.s140.t006	sit_up%2:38:01::
situation#n	senseval2.d002.s075.t004	situation%1:26:00::
situation#n	semeval2013.d002.s009.t007	situation%1:26:00::
situation#n	semeval2013.d006.s016.t000	situation%1:26:00::
skepticism#n	senseval3.d000.s114.t006	skepticism%1:09:00::
skilled#a	senseval2.d000.s029.t000	skilled%3:00:00::
skin#n	senseval2.d001.s035.t012	skin%1:08:00::
skin#n	senseval2.d001.s083.t011	skin%1:08:00::
skip#v	senseval2.d000.s035.t006	skip%2:38:02::
slab#n	senseval3.d002.s046.t004	slab%1:06:00::
slate#n	senseval3.d001.s027.t012	slate%1:10:02::
sleep#v	semeval2007.d000.s018.t003	sleep%2:29:00::
sleeping_bag#n	senseval3.d002.s140.t005	sleeping_bag%1:06:00::
slide#v	senseval3.d002.s093.t005	slide%2:38:01::
slip#n	senseval3.d000.s066.t004	slip%1:04:03::
slither#v	senseval3.d002.s125.t008	slither%2:38:00::
slow#v	senseval2.d001.s091.t005	slow%2:30:05::
slowness#n	senseval3.d000.s084.t004	slowness%1:07:00::
small#a	senseval2.d000.s025.t009	small%3:00:00::
small#a	senseval2.d000.s054.t007	small%3:00:00::
small#a	senseval3.d000.s066.t001	small%3:00:00::
small#a	semeval2015.d002.s020.t007	small%5:00:00:limited:00
smaller#a	senseval2.d002.s061.t006	smaller%5:00:00:small:00
smash#v	senseval3.d000.s082.t006	smash%2:30:00::
smell#n	senseval3.d002.s055.t001	smell%1:09:02::
smile#n	senseval3.d000.s106.t009	smile%1:10:00::
smile#n	senseval3.d002.s016.t008	smile%1:10:00::
smile#v	senseval3.d000.s063.t000	smile%2:29:00::
smile#v	senseval3.d000.s106.t007	smile%2:29:00::
smile#v	senseval3.d002.s016.t006	smile%2:32:00::
smile#v	senseval3.d002.s140.t010	smile%2:29:00::
smoke#n	senseval3.d002.s024.t008	smoke%1:19:00::
snake#v	senseval2.d000.s026.t001	snake%2:38:00::
snippet#n	senseval2.d001.s048.t006	snippet%1:06:00::
so#r	senseval2.d000.s023.t001	so%4:02:07::
so#r	senseval2.d000.s029.t007	so%4:02:06::
so#r	senseval2.d000.s038.t004	so%4:02:02::
so#r	senseval2.d000.s045.t000	so%4:02:09::
so#r	senseval2.d002.s004.t001	so%4:02:02::
so#r	senseval2.d002.s012.t004	so%4:02:02::
so#r	senseval2.d002.s074.t003	so%4:02:02::
so#r	senseval2.d002.s080.t005	so%4:02:02::
so#r	semeval2015.d003.s004.t005	so%4:02:03::
social#a	semeval2015.d002.s001.t012	social%3:01:00::
social#a	semeval2015.d002.s004.t005	social%3:01:00::
social#a	semeval2015.d002.s004.t011	social%3:01:00::
social#a	semeval2015.d002.s006.t006	social%3:01:00::
social#a	semeval2015.d002.s008.t001	social%3:01:00::
social#a	semeval2015.d002.s008.t022	social%3:01:00::
social#a	semeval2015.d002.s016.t001	social%3:01:00::
social_affair#n	semeval2015.d002.s008.t009	social_affair%1:14:00::
social_system#n	semeval2013.d011.s021.t002	social_system%1:14:00::
society#n	senseval3.d001.s019.t012	society%1:14:00::
society#n	semeval2013.d011.s008.t004	society%1:14:00::
sociological#a	senseval2.d002.s073.t002	sociological%3:01:00::
soft_spot#n	senseval3.d000.s143.t006	soft_spot%1:07:00::
software#n	senseval3.d002.s067.t001	software%1:10:00::
solace#n	senseval3.d002.s000.t008	solace%1:04:00::
solemn#a	senseval2.d000.s031.t003	solemn%5:00:01:serious:00
solicitor_general#n	semeval2013.d009.s023.t000	solicitor_general%1:18:00::
solution#n	semeval2015.d000.s005.t002	solution%1:27:00::
solution#n	semeval2015.d003.s003.t005	solution%1:27:00::
somebody#n	senseval3.d000.s041.t001	somebody%1:03:00::
somehow#r	senseval2.d002.s068.t001	somehow%4:02:00::
someone#n	senseval3.d002.s097.t008	someone%1:03:00::
someone#n	senseval3.d002.s098.t003	someone%1:03:00::
sometimes#r	senseval2.d002.s061.t012	sometimes%4:02:01::
somewhere#r	senseval2.d001.s087.t005	somewhere%4:02:00::
soon#r	senseval2.d001.s027.t011	soon%4:02:00::
soon#r	senseval2.d001.s031.t000	soon%4:02:00::
soon#r	senseval2.d001.s085.t001	soon%4:02:00::
sort#n	senseval2.d000.s039.t003	sort%1:07:00::
sort#n	senseval2.d000.s049.t000	sort%1:07:00::
sort#n	senseval3.d000.s023.t000	sort%1:07:00::
sort#n	semeval2013.d000.s011.t001	sort%1:09:00::
soul#n	senseval2.d002.s011.t020	soul%1:18:00::
sound#n	senseval2.d000.s003.t010	sound%1:07:00::
sound#n	senseval2.d000.s026.t006	sound%1:19:00::
sound#n	senseval2.d000.s047.t000	sound%1:19:00::
sound#n	senseval3.d002.s091.t007	sound%1:07:00::
sound#n	senseval3.d002.s097.t006	sound%1:09:00::
sound#v	senseval2.d000.s005.t010	sound%2:39:00::
sound#v	senseval2.d000.s010.t014	sound%2:39:00::
sound#v	senseval2.d000.s020.t007	sound%2:39:00::
source#n	senseval2.d000.s059.t010	source%1:06:00::
south_america#n	semeval2013.d008.s009.t003	south_america%1:17:00::
space#n	semeval2013.d007.s013.t009	space%1:15:01::
spain#n	semeval2013.d010.s001.t001	spain%1:15:00::
spain#n	semeval2013.d010.s018.t001	spain%1:15:00::
spanish#a	semeval2015.d002.s004.t003	spanish%3:01:00::
speak#v	senseval2.d000.s026.t000	speak%2:32:02::
speak#v	senseval2.d000.s050.t001	speak%2:32:01::
speak#v	semeval2007.d002.s024.t001	speak%2:32:02::
speaker#n	semeval2013.d009.s015.t006	speaker%1:18:00::
speaker#n	semeval2015.d002.s008.t000	speaker%1:18:00::
special#a	semeval2015.d003.s009.t006	special%5:00:00:specialized:00
specialist#n	semeval2013.d011.s012.t009	specialist%1:18:00::
specific#a	senseval2.d001.s041.t005	specific%5:00:00:specified:00
specific#a	senseval3.d001.s020.t012	specific%3:00:00::
specifically#r	senseval2.d002.s007.t001	specifically%4:02:00::
specify#v	semeval2015.d001.s016.t001	specify%2:32:02::
specify#v	semeval2015.d001.s017.t001	specify%2:31:02::
specify#v	semeval2015.d001.s049.t005	specify%2:31:02::
speculate#v	senseval2.d001.s089.t004	speculate%2:32:00::
speculation#n	semeval2013.d001.s005.t002	speculation%1:10:03::
speculation#n	semeval2013.d007.s011.t004	speculation%1:09:00::
spend#v	senseval2.d002.s053.t007	spend%2:42:00::
spend#v	senseval2.d002.s063.t010	spend%2:40:00::
spend#v	senseval3.d002.s086.t004	spend%2:42:00::
spend#v	senseval3.d002.s116.t005	spend%2:42:00::
spine#n	senseval3.d000.s078.t000	spine%1:08:00::
spirit#n	semeval2013.d006.s010.t003	spirit%1:26:00::
spirit#n	semeval2013.d006.s011.t002	spirit%1:26:00::
spirit#n	semeval2013.d006.s021.t001	spirit%1:26:00::
spite#n	semeval2013.d001.s015.t000	spite%1:12:00::
split#v	senseval3.d001.s044.t002	split%2:41:03::
split_personality#n	senseval3.d001.s007.t006	split_personality%1:26:00::
spokesman#n	semeval2013.d003.s016.t003	spokesman%1:18:00::
spokesman#n	semeval2013.d004.s011.t000	spokesman%1:18:00::
spokesman#n	semeval2013.d012.s006.t003	spokesman%1:18:00::
sponsor#n	semeval2013.d009.s008.t000	sponsor%1:18:00::
sport#n	semeval2013.d006.s000.t000	sport%1:04:00::
sport#n	semeval2013.d006.s007.t002	sport%1:04:00::
sport#n	semeval2013.d006.s009.t004	sport%1:04:00::
sport#n	semeval2013.d006.s009.t008	sport%1:04:00::
sport#n	semeval2013.d006.s011.t001	sport%1:04:00::
sport#n	semeval2013.d006.s026.t002	sport%1:04:00::
spot#n	senseval2.d001.s074.t003	spot%1:15:01::
spot#n	senseval2.d001.s079.t007	spot%1:15:01::
spot#v	senseval2.d001.s017.t004	spot%2:39:00::
spread#v	senseval2.d002.s035.t005	spread%2:32:00::
spread#v	senseval3.d001.s024.t005	spread%2:35:00::
spread#v	semeval2015.d000.s009.t009	spread%2:35:07::
spread#v	semeval2015.d000.s009.t011	spread%2:35:07::
spring#n	senseval2.d001.s030.t002	spring%1:28:00::
spur#n	senseval3.d000.s103.t001	spur%1:10:00::
squamous_cell#n	semeval2015.d000.s009.t028	squamous_cell%1:08:00::
squamous_cell#n	semeval2015.d000.s036.t006	squamous_cell%1:08:00::
squamous_cell#n	semeval2015.d000.s037.t004	squamous_cell%1:08:00::
square_metre#n	semeval2015.d000.s014.t002	square_metre%1:23:00::
squint#v	semeval2007.d002.s031.t003	squint%2:29:02::
stability#n	semeval2013.d008.s008.t001	stability%1:07:01::
staff#n	senseval3.d001.s034.t007	staff%1:14:01::
staff#n	senseval3.d001.s035.t004	staff%1:14:01::
staff#n	senseval3.d001.s039.t006	staff%1:14:01::
staff#n	senseval3.d001.s040.t023	staff%1:14:01::
stage#n	senseval2.d001.s058.t011	stage%1:28:00::
stage#n	senseval2.d001.s059.t010	stage%1:28:00::
stage#v	semeval2015.d002.s014.t006	stage%2:36:01::
stairs#n	senseval2.d000.s044.t005	stairs%1:06:00::
stake#n	semeval2013.d003.s003.t001	stake%1:21:02::
stake#n	semeval2013.d003.s015.t003	stake%1:21:02::
stake#n	semeval2013.d009.s008.t002	stake%1:21:02::
stance#n	senseval2.d000.s025.t006	stance%1:07:00::
stand#v	senseval2.d000.s003.t008	stand%2:42:03::
stand#v	senseval2.d000.s025.t001	stand%2:42:03::
stand#v	senseval3.d000.s077.t002	stand%2:35:00::
stand#v	senseval3.d002.s100.t012	stand%2:42:03::
stand#v	senseval3.d002.s101.t002	stand%2:42:03::
stand#v	senseval3.d002.s125.t000	stand%2:42:03::
stand#v	semeval2007.d002.s027.t005	stand%2:35:00::
stand_up#v	senseval3.d000.s065.t004	stand_up%2:38:00::
standing#n	senseval3.d001.s017.t002	standing%1:26:00::
standing#n	senseval3.d002.s068.t001	standing%1:04:00::
stare#v	senseval2.d000.s027.t003	stare%2:39:00::
stare#v	senseval3.d000.s031.t010	stare%2:39:00::
start#n	semeval2013.d001.s004.t003	start%1:11:00::
start#n	semeval2013.d011.s023.t000	start%1:11:00::
start#v	senseval2.d000.s019.t002	start%2:41:04::
start#v	senseval2.d000.s028.t012	start%2:42:00::
start#v	senseval2.d001.s000.t002	start%2:30:00::
start#v	senseval3.d000.s012.t004	start%2:30:00::
start#v	senseval3.d000.s018.t001	start%2:30:00::
start#v	senseval3.d000.s112.t000	start%2:30:01::
